Open,Low,Close
34.599998,34.459999,35.279999
35.209999,34.950001,35.259998
35.259998,32.75,33.610001
33.779999,33.59,33.810001
33.77,33.75,34.400002
34.259998,34.259998,34.59
34.75,34.52,34.610001
34.509998,34.049999,34.43
33.939999,33.580002,34
33.639999,33.549999,34.279999
33.959999,33.5,33.59
33.5,33,33.689999
33.380001,33.02,33.220001
33,33,33.869999
35,34.709999,35.360001
35.18,34.75,34.77
34.799999,33.919998,34.400002
34.799999,33.900002,34.34
34.5,33.110001,33.68
34.009998,33.400002,33.639999
33.869999,33.380001,33.529999
34.040001,32.110001,32.91
33.080002,32.849998,33.259998
33.110001,33.080002,33.900002
33.849998,33.73,34.099998
34.16,33.919998,34.380001
34.740002,33.82,34.52
34.560001,34.259998,35.189999
35.02,34.959999,36
36,35.84,36.990002
37,36.799999,36.98
36.860001,36.860001,38.029999
38.099998,37.130001,37.950001
37.849998,37.43,37.52
37.869999,36.93,37.509998
38.169998,37.619999,38.299999
38.400002,37.59,37.740002
38,37.68,38.130001
38.18,37.900002,39.169998
39.189999,38.950001,39.48
39.450001,39.139999,39.240002
37.98,37.5,38.419998
38.450001,37.290001,37.889999
38.299999,38.049999,38.450001
38.639999,38.209999,38.27
38.5,36.950001,37.040001
37.360001,37.310001,39.279999
39.299999,38.459999,38.540001
36.490002,34.540001,35.16
35.720001,35.599998,36.110001
36.150002,34.34,34.380001
34.459999,33.799999,34.43
34.41,34.400002,35.099998
35.889999,34.369999,34.830002
35,34.25,34.650002
34.77,34.700001,35.580002
36,35.790001,36.650002
37.009998,36.970001,37.689999
37.73,36.880001,38.23
38.060001,37.360001,38.470001
38.869999,38.650002,39.099998
38.900002,38.849998,39.119999
39,38.810001,38.98
38.900002,36.77,36.849998
36.639999,35.209999,35.290001
35.299999,34.919998,35.150002
35.25,34.939999,35.080002
35.259998,35.16,35.950001
35.950001,35.740002,36.009998
36.200001,36.200001,36.619999
37.099998,36.77,37.529999
37.98,37.66,37.860001
37.939999,37.310001,38.16
38.23,37.75,37.889999
42.360001,41.700001,43.93
43.599998,43.509998,44.34
43.099998,40.209999,41.099998
41.110001,40.810001,42.009998
42,40.5,41.369999
41.970001,41.509998,41.830002
41.799999,40.330002,40.5
40.700001,40.610001,41.860001
42.060001,41.75,43.59
43.25,43.049999,43.75
43.5,42.509998,43.299999
44.189999,43.91,45.59
45.5,44.540001,45.450001
45.98,45.389999,46.970001
47.459999,47.07,47.830002
48.599998,47.75,50.189999
51,50.66,51.009998
50.900002,48.98,50.43
50.5,50.5,52
53.130001,50.619999,51.200001
51.759998,51.200001,54.939999
56,53.759998,53.990002
55.990002,53,53.279999
53.849998,53.700001,54.110001
56.470001,54.5,54.549999
56.389999,55.5,59.5
62,55.119999,55.509998
57.5,55.709999,55.790001
70.120003,63.689999,69.400002
69.650002,69.25,76.760002
80.989998,79.150002,87.800003
94.220001,81.150002,83.239998
81.800003,78.110001,84.839996
94.699997,88.660004,92.25
92.5,87.5,91.5
91.120003,88.629997,89.940002
88.5,85.279999,87.589996
86.370003,85.5,87.239998
84.809998,83.050003,92.730003
92.599998,92,97.080002
101.550003,100.300003,110.330002
113.550003,99,104.629997
102.459999,101.199997,104.949997
106.260002,97.730003,97.760002
97.620003,88.25,92.589996
92.75,92.400002,94.839996
93.660004,89.110001,95.370003
95.25,95.110001,97.349998
98,96.699997,102.040001
98.93,98.57,100.050003
98.18,94.050003,94.470001
96.800003,95.75,97.730003
99,95.120003,98.18
100,99.330002,100.300003
103.599998,101.199997,102.199997
101.75,99.199997,103.389999
102.059998,102.010002,104.68
104.650002,99.449997,100.650002
103.699997,97.5,99.550003
96.5,95.300003,101.489998
103.099998,100.550003,102.400002
103.800003,102.660004,105.720001
106.75,106.129997,109.25
108.57,106.709999,107.360001
109.360001,109.150002,117.18
118.25,115.5,117.82
118,114.269997,115.239998
118.32,115.699997,120.089996
121.370003,118.82,121.610001
124.639999,121.910004,123.449997
123.190002,120.790001,122.269997
124.879997,122.349998,125.610001
125.5,124.510002,129.899994
133.029999,126.82,127.260002
126.279999,107.300003,109.050003
106.519997,104.5,120.25
120.970001,116.18,119.029999
118.5,116.510002,119.68
119.889999,119.879997,122.43
124,121.82,122.739998
124.470001,119.559998,121.699997
120.400002,120.190002,124.07
128.139999,126.610001,129.389999
129.320007,128.25,134.619995
134.800003,128.179993,131.740005
132.570007,131.449997,134.279999
135,132.630005,135.550003
134.589996,133.610001,138
140.009995,139.649994,144.679993
144.75,141.100006,142.149994
141.889999,132.360001,134.229996
154.350006,150.460007,153.479996
152.399994,151.25,153
149.429993,142.050003,147.380005
149.5,144.449997,145.429993
142.720001,138.050003,139.360001
136.429993,135,139.669998
141.630005,140.970001,142
143.429993,142.830002,144.899994
148.649994,147,149.580002
150,146.25,147.860001
149.220001,148.139999,157.100006
157,155,161.839996
165.149994,160.25,164.220001
162.300003,160.949997,167.009995
169.059998,163.25,166.449997
164.220001,162.509995,166.059998
166.369995,163.960007,169
173.399994,166.399994,168.940002
169.770004,165.559998,170.619995
170.100006,168.25,169.929993
168.570007,165.149994,166.970001
163.119995,158.509995,160.699997
161.449997,160.630005,166.369995
166.410004,162.130005,163.520004
164,160.509995,164.929993
162.770004,162.160004,165.539993
168,165.850006,166.580002
165.080002,163.360001,166.229996
167.070007,164.199997,166.220001
170.800003,169.080002,177.919998
178.899994,178.559998,183.389999
184.479996,177.110001,181.110001
179.139999,177.649994,182.330002
183.559998,180.5,185.240005
186.699997,185.610001,188.639999
187.520004,186.429993,190.899994
189,188,193.369995
193.960007,188.369995,193
188.589996,175.399994,180.949997
175.050003,168,173.309998
176.399994,172.649994,180.979996
182.460007,180.259995,183.070007
184.399994,173.210007,174.729996
174.729996,161.5,168.779999
173.089996,169.690002,172.929993
172.75,171.199997,178.699997
175,174.149994,179.720001
185.279999,183.179993,183.940002
184.899994,182.089996,183.559998
183.539993,180.990005,182.800003
184.149994,182.520004,183.399994
183.279999,171,172.600006
170.5,166.110001,171.539993
168.910004,160.149994,164.5
165,162.830002,173.149994
174.210007,166.800003,169.660004
170.179993,162.199997,162.860001
162.759995,153,164.470001
164.630005,158.169998,159.220001
155.669998,153.300003,159.940002
163,160.410004,162.169998
165,164.220001,175.199997
180,171.360001,176.809998
154.809998,146.350006,151.160004
144.190002,137.619995,139.770004
136.479996,132.320007,137.949997
141,137.100006,144.699997
144.690002,136.179993,137.800003
140.839996,136.339996,138.699997
138.919998,134.110001,137.600006
136.850006,134.350006,135.449997
135.270004,119.610001,121.580002
119.43,119.220001,126.089996
126.080002,119.059998,121.110001
122.889999,120.25,122.099998
121.580002,117.93,121.379997
124.5,120.300003,120.839996
119.379997,116.099998,120.5
121.309998,119.519997,126.940002
129.770004,126.980003,127.279999
126.349998,123.93,124.169998
132.679993,131.589996,144.699997
144.320007,137.130005,138.949997
140.149994,139.5,140.479996
141.509995,136.300003,137.360001
137,134.210007,141.600006
140.050003,139.860001,142.190002
141.880005,139.490005,139.649994
139.699997,138.529999,147.470001
148.050003,147.320007,147.649994
148.479996,146.100006,147.940002
147.580002,146.320007,152.460007
152.240005,145.949997,147.979996
146.899994,139.100006,140.720001
141.580002,141.580002,143.240005
144.850006,142.600006,143.550003
150,149.820007,151.410004
155.039993,154.289993,155.5
155.300003,150.800003,151.119995
151.119995,150.75,152.440002
152.320007,148.660004,150.429993
149.800003,146.550003,150.100006
150,148.600006,149.559998
150,145.240005,147
147.619995,145.25,149.360001
148.850006,148.759995,151.279999
152.5,146.850006,147.529999
148.460007,142.25,145.720001
145.779999,137.820007,139.339996
140.5,136.669998,161.270004
168.449997,162.100006,164.130005
162.5,162.399994,170.970001
170.190002,167.949997,170.009995
171.240005,170.809998,176.679993
177.809998,174.759995,178.559998
177.229996,173.419998,181.5
177.850006,173.529999,174.600006
175.160004,164.710007,169.619995
171.5,171,178.380005
175.300003,173.130005,175.229996
178,177.009995,182.839996
178.850006,178.509995,181.410004
182.889999,175.160004,177.110001
180.699997,176.199997,178.729996
178.300003,169.360001,174.419998
176.300003,176,178.380005
181.009995,179.600006,186.529999
189.339996,189.320007,196.559998
198.970001,192.699997,196.619995
195.779999,194.320007,195.320007
193.339996,193.25,199.630005
198.100006,197,198.229996
205.240005,201.360001,203.699997
203.699997,193.410004,193.639999
215.009995,206.270004,209.970001
211.639999,209.190002,209.600006
208.759995,208.320007,217.649994
230,228.449997,248
258.579987,247.5,253
261.25,248.330002,252.539993
249.649994,242.550003,244.809998
237.259995,234.990005,250.559998
258.480011,252.830002,254.839996
256.720001,251.800003,252.660004
254.139999,249.449997,252.940002
252.940002,244.410004,246.210007
242.699997,236.059998,238.839996
236.5,232.429993,234.410004
231.5,231.110001,241.490005
243.789993,234,237.789993
235.289993,228.320007,230.970001
234.949997,230.5,233.979996
236.949997,235.020004,240.039993
241.389999,233.509995,235.839996
236.160004,233.360001,234.910004
236.020004,227.5,228.889999
229.75,210.270004,220.169998
224.139999,217.899994,220.440002
221.949997,211.350006,212.960007
212.369995,203,207.320007
212.800003,210.270004,212.369995
216.5,206.389999,208.449997
209.020004,208.580002,216.970001
220,218.050003,230.289993
230.300003,222,225.399994
226.009995,211.25,212.229996
205.809998,203.509995,207.520004
210.050003,206.419998,215.460007
216.759995,210.889999,216.929993
216.820007,203.789993,204.190002
200.610001,198.600006,203.779999
207.600006,194.410004,198.089996
199.089996,184.320007,193.910004
197,190.820007,199.110001
199.610001,194.080002,198.119995
197.080002,194,204.380005
