Open,High,Low,Close
24.049999,24.120001,23.5,24.1
24.309999,24.73,23.540001,23.91
24.16,24.18,23.67,23.940001
23.82,23.9,23.15,23.629999
23.440001,23.67,23.219999,23.459999
23.26,23.26,22.879999,23.07
23.780001,25.25,23,24.49
24.129999,24.18,22.790001,23.209999
23.26,23.639999,22.809999,23.219999
23.25,23.75,22.940001,23.25
23.639999,24.139999,23.049999,23.08
23.01,23.17,22.559999,22.84
23.1,24.969999,23.07,24.73
24.629999,25.49,23.549999,23.6
23.33,23.49,22.959999,23.18
22.879999,23,21.780001,21.870001
22.18,22.5,21.110001,21.83
21.780001,22.58,21.5,22.530001
22.809999,23.85,22.690001,23.610001
23.74,24.1,23.5,23.889999
24.049999,24.32,23.700001,23.940001
23.82,24.280001,23.73,24.02
24.48,24.790001,24.059999,24.360001
24.48,24.99,23.780001,24.950001
24.93,25.4,24.700001,24.940001
24.6,24.959999,24,24.66
24.66,24.99,24.27,24.719999
24.440001,24.49,23.73,24.01
23.85,24.25,23.530001,24.07
23.82,24,23.200001,23.25
22.200001,22.959999,21.799999,22.950001
22.860001,23.25,22.690001,22.82
23.24,23.43,22.639999,22.809999
23.190001,23.190001,22.51,22.959999
23.049999,23.049999,22.540001,22.73
22.73,22.860001,22,22.190001
22.110001,22.27,21.77,22.209999
22.139999,22.379999,21.98,22.33
22.43,23,22.4,22.75
22.700001,23.540001,22.549999,23.25
23.299999,24,23.209999,23.92
24.110001,24.49,23.01,23.709999
26.549999,28.709999,26.5,27.75
27.450001,28.18,26.57,26.66
26.83,27,25.23,25.83
25.9,27,25.690001,26.700001
26.99,27.01,25.799999,26.49
26.85,27.940001,26.450001,27.24
27.58,27.6,26.360001,26.49
26.469999,26.530001,25.02,25.27
25.08,25.209999,24.299999,24.65
25.129999,25.690001,24.809999,24.93
24.870001,25.280001,24.200001,25.139999
25.65,26.18,25.41,25.58
25.129999,25.620001,24.360001,25.030001
25.26,25.26,24.65,25.16
25.700001,26.09,25.299999,25.75
25.85,26.98,25.59,26.74
26.700001,26.73,25.969999,26.389999
26.66,27.25,26.309999,26.93
26.93,27.360001,26.629999,27.08
27.07,27.690001,26.719999,27.66
27.690001,27.870001,27.42,27.6
27.6,27.799999,27.059999,27.450001
27.379999,27.389999,26.5,26.870001
26.780001,27,25.75,26.690001
27.200001,27.440001,26.17,26.440001
26.9,27.700001,26.620001,27.120001
27,28,26.85,27.91
28.24,28.950001,27.91,28.33
28.200001,28.299999,26.92,27.07
27.07,27.74,26.65,27.67
28,28.190001,27.299999,27.549999
27.99,27.99,26.549999,26.6
27,27,25.719999,25.959999
26.1,26.469999,25.52,26.35
27.030001,28.440001,26.6,28.200001
28.26,28.280001,27.35,27.969999
27.620001,27.620001,26.620001,26.82
27.02,27.5,26.6,26.719999
26.9,29.01,26.17,28.98
28.82,29.76,28.1,29.48
29.540001,29.67,28.82,29.549999
29.690001,30.280001,29.549999,30.139999
30,30.1,28.379999,28.52
28.52,29.32,28.51,28.76
29.950001,31.5,29.5,30.129999
30.1,30.129999,28.26,28.700001
28.940001,29.389999,28.26,28.370001
28.440001,28.6,27.02,27.120001
