Open,High,Low,Close
24.049999,24.120001,23.5,24.1
24.309999,24.73,23.540001,23.91
24.16,24.18,23.67,23.940001
23.82,23.9,23.15,23.629999
23.440001,23.67,23.219999,23.459999
23.26,23.26,22.879999,23.07
23.780001,25.25,23,24.49
24.129999,24.18,22.790001,23.209999
23.26,23.639999,22.809999,23.219999
23.25,23.75,22.940001,23.25
23.639999,24.139999,23.049999,23.08
23.01,23.17,22.559999,22.84
23.1,24.969999,23.07,24.73
24.629999,25.49,23.549999,23.6
23.33,23.49,22.959999,23.18
22.879999,23,21.780001,21.870001
22.18,22.5,21.110001,21.83
21.780001,22.58,21.5,22.530001
22.809999,23.85,22.690001,23.610001
23.74,24.1,23.5,23.889999
24.049999,24.32,23.700001,23.940001
23.82,24.280001,23.73,24.02
24.48,24.790001,24.059999,24.360001
24.48,24.99,23.780001,24.950001
24.93,25.4,24.700001,24.940001
24.6,24.959999,24,24.66
24.66,24.99,24.27,24.719999
24.440001,24.49,23.73,24.01
23.85,24.25,23.530001,24.07
23.82,24,23.200001,23.25
22.200001,22.959999,21.799999,22.950001
22.860001,23.25,22.690001,22.82
23.24,23.43,22.639999,22.809999
23.190001,23.190001,22.51,22.959999
23.049999,23.049999,22.540001,22.73
22.73,22.860001,22,22.190001
22.110001,22.27,21.77,22.209999
22.139999,22.379999,21.98,22.33
22.43,23,22.4,22.75
22.700001,23.540001,22.549999,23.25
23.299999,24,23.209999,23.92
24.110001,24.49,23.01,23.709999
26.549999,28.709999,26.5,27.75
27.450001,28.18,26.57,26.66
26.83,27,25.23,25.83
25.9,27,25.690001,26.700001
26.99,27.01,25.799999,26.49
26.85,27.940001,26.450001,27.24
27.58,27.6,26.360001,26.49
26.469999,26.530001,25.02,25.27
25.08,25.209999,24.299999,24.65
25.129999,25.690001,24.809999,24.93
24.870001,25.280001,24.200001,25.139999
25.65,26.18,25.41,25.58
25.129999,25.620001,24.360001,25.030001
25.26,25.26,24.65,25.16
25.700001,26.09,25.299999,25.75
25.85,26.98,25.59,26.74
26.700001,26.73,25.969999,26.389999
26.66,27.25,26.309999,26.93
26.93,27.360001,26.629999,27.08
27.07,27.690001,26.719999,27.66
27.690001,27.870001,27.42,27.6
27.6,27.799999,27.059999,27.450001
27.379999,27.389999,26.5,26.870001
26.780001,27,25.75,26.690001
27.200001,27.440001,26.17,26.440001
26.9,27.700001,26.620001,27.120001
27,28,26.85,27.91
28.24,28.950001,27.91,28.33
28.200001,28.299999,26.92,27.07
27.07,27.74,26.65,27.67
28,28.190001,27.299999,27.549999
27.99,27.99,26.549999,26.6
27,27,25.719999,25.959999
26.1,26.469999,25.52,26.35
27.030001,28.440001,26.6,28.200001
28.26,28.280001,27.35,27.969999
27.620001,27.620001,26.620001,26.82
27.02,27.5,26.6,26.719999
26.9,29.01,26.17,28.98
28.82,29.76,28.1,29.48
29.540001,29.67,28.82,29.549999
29.690001,30.280001,29.549999,30.139999
30,30.1,28.379999,28.52
28.52,29.32,28.51,28.76
29.950001,31.5,29.5,30.129999
30.1,30.129999,28.26,28.700001
28.940001,29.389999,28.26,28.370001
28.440001,28.6,27.02,27.120001
27.43,28.1,27.1,27.620001
27.52,28.299999,27.35,27.860001
28.07,28.879999,27.879999,28.43
28.540001,29.700001,28.52,28.6
28.440001,28.450001,27.07,27.32
27.67,28,25.74,26.5
26.870001,27.700001,26.139999,26.5
26.290001,26.459999,25.5,26.01
26.24,27.73,26,27.530001
27.370001,28.25,27.1,27.209999
27.200001,27.719999,26.209999,27.709999
27.639999,27.969999,27.26,27.57
27.73,28.280001,27.309999,27.459999
27.790001,28.25,27.67,28.110001
28.5,29.09,28.07,28.290001
28.5,29.33,28.4,29.129999
29.07,29.6,28.799999,29.02
29.02,29.52,28.709999,29.139999
29.139999,29.139999,28.549999,28.959999
29.139999,30,29.01,29.73
29.889999,29.889999,28.59,28.809999
28.4,28.530001,28,28.35
28.370001,29.09,28,28.17
28.43,29.030001,27.9,28.639999
28.530001,28.959999,27.25,27.610001
27.790001,27.83,27.4,27.58
27.34,27.450001,26.629999,27.23
27.58,28.110001,27.540001,27.889999
28,30.440001,27.799999,28.690001
28.91,29.16,28.1,28.700001
28.700001,29.540001,28.549999,29.290001
29.01,29.25,28.440001,28.49
28.309999,28.77,27.969999,28
28.5,28.5,27.51,27.639999
27.6,28.549999,27.540001,28.17
27.799999,28.4,27.5,28.17
28.67,28.98,28.209999,28.77
28.690001,29.200001,27.27,27.34
27.5,27.83,26.34,27.200001
26.51,26.889999,24.67,24.75
24.99,25.379999,22.83,24.24
23.1,24.440001,23.1,23.639999
24.15,25.450001,23.700001,25.059999
25.440001,25.440001,23.629999,23.82
24.040001,25.75,24,25.299999
25.6,27.139999,25.360001,26.309999
26.620001,26.75,25.93,26.23
26.129999,26.540001,25.83,26.1
26.389999,26.65,25.51,25.83
25,25.15,23.469999,24.26
23.860001,24.219999,22,22.299999
23.110001,23.799999,21.68,21.950001
21.93,23.110001,21.5,22.959999
23.1,23.93,22.83,23.870001
23.870001,23.870001,22.9,23.110001
22.709999,23.950001,22.07,23.73
24.219999,24.85,24.02,24.709999
24.5,24.77,24.09,24.629999
24.799999,25.5,24.280001,24.74
24.66,24.870001,23.84,24
23.66,23.99,22.68,23.07
22.5,23.200001,22.290001,22.940001
23.389999,24,23.280001,23.84
23.58,24.030001,23.280001,23.610001
23.370001,23.57,22.549999,22.969999
22.5,23.309999,22.450001,22.879999
23.01,24.1,22.75,24.08
24.25,24.84,23.790001,24.34
24.58,24.93,24.33,24.82
24.780001,25.84,24.49,25.799999
24.950001,25.809999,23.82,25.77
25.98,26.6,25.67,26.01
25.950001,26.950001,25.700001,25.85
25.639999,26.110001,24.879999,25.629999
25.49,26.620001,25.35,26.379999
26.52,26.52,24.9,25.52
26,26.99,25.57,26.190001
26,26.5,24.51,24.59
25.719999,25.82,23.549999,24.120001
24.799999,24.889999,23.49,24.389999
24.950001,25,23.25,23.73
23.290001,24.32,22.93,23.66
24.030001,25.84,23.35,25.370001
25.370001,27.6,25.02,26.959999
26.98,27.6,26.049999,26.99
27.309999,28.18,27,27.879999
27.51,27.77,27.09,27.610001
27.25,28,27.200001,27.799999
27.629999,28.469999,27.440001,27.940001
28,28.549999,27.26,28.049999
27.860001,28,27.26,27.42
27.299999,28.43,26.709999,28.34
28.02,28.059999,27.299999,27.57
27.440001,27.469999,27,27.34
27.4,28.299999,27.01,28.030001
27.870001,28.889999,27.75,28.549999
28.23,28.860001,27.799999,28.25
28.190001,28.370001,27.4,27.98
28.34,28.950001,28.110001,28.76
28.5,30,28.01,29.870001
29.5,29.51,28.75,29.370001
28.389999,28.92,28,28.879999
29,29.26,28.25,28.709999
30,32.490002,29.530001,32.459999
31.459999,32.400002,30.51,32.310001
31.639999,32,30.75,31.27
31.370001,32,30.719999,31.84
30.870001,31.49,30.299999,30.879999
30.940001,31.5,30.65,31.33
31.9,34.5,30.57,33.639999
33,33.540001,32.619999,33.220001
32.919998,34.400002,32.73,33.93
33.48,35,33.400002,34.939999
34.5,34.900002,33.189999,33.68
33.639999,34.110001,32.540001,32.599998
32.439999,32.439999,31.049999,31.76
31.76,32.790001,31.049999,32.07
31.76,32.049999,31.25,31.450001
31.549999,32.41,31.08,31.66
32,33.279999,31.809999,32.560001
32.490002,33.07,31.629999,31.75
32.5,32.93,32.220001,32.740002
32.57,33.990002,31.98,32.599998
32.830002,33.689999,32.400002,33.299999
33.529999,35,33.43,34.419998
34.200001,34.98,34.029999,34.869999
34.630001,34.889999,33.799999,34.189999
30.84,31.65,29.610001,30.889999
30.540001,31.120001,30.280001,31.040001
30.440001,30.620001,30.02,30.41
30.57,30.93,28.91,29.450001
29.5,29.68,28,28.530001
28.67,29.17,28.120001,28.620001
28.790001,28.93,27.98,28
28.09,28.5,27.370001,27.75
28.049999,28.450001,27.719999,27.9
27.91,28.07,26.030001,27.57
27.6,28.049999,27.299999,27.77
28,28,27.52,27.9
27.66,28.77,27.639999,28.57
28.99,29.24,28.040001,28.51
28.59,29.34,28.549999,28.73
28.49,28.98,28.25,28.559999
28.940001,29.5,27.65,28.08
28.209999,28.67,27.5,27.709999
27.76,27.93,26.85,27.120001
27.200001,27.790001,26.41,26.91
27,27.49,26.120001,27.25
27.440001,27.76,27.25,27.620001
27.620001,28.379999,27.299999,28.23
28.48,28.620001,27.809999,28.25
28.4,28.5,22.639999,22.790001
26.620001,27.34,26.41,26.6
26.690001,26.879999,26.25,26.809999
27.190001,27.74,26.610001,26.76
26.9,27,26.4,26.6
26.809999,27.209999,26.6,26.77
26.629999,27.68,26.440001,27.42
27.27,28.01,27.049999,27.969999
28.07,29.58,28,28.940001
28.5,29.719999,28.5,29.33
29.49,29.610001,28.530001,29.57
29.9,30,28.870001,29.07
29.07,29.700001,29,29.58
29.719999,30.879999,29.610001,30.25
30.41,31.33,30.25,31.15
31.1,31.9,31.049999,31.799999
31.799999,31.799999,30.82,31.6
31.6,32.009998,31.290001,31.93
32,32.900002,31.43,32.580002
32.259998,32.27,29.84,31.1
31.549999,32.060001,30.9,31.49
31.74,33.790001,31.4,33.169998
33.099998,34.41,32.27,33.599998
33.5,34.509998,32.540001,34.18
33.990002,34.970001,33.5,34.970001
34.869999,34.869999,33.810001,34.5
34.5,34.720001,32.5,34.220001
33.990002,34.970001,33.560001,34.529999
34.23,34.52,33.27,33.75
33.41,34,33,33.619999
33.639999,34.439999,33.169998,33.810001
33.810001,34.119999,33.139999,33.41
33.509998,34.5,33.310001,34.41
34.400002,34.5,33.709999,34.040001
34.349998,34.400002,33.459999,33.77
33.25,33.279999,32.619999,33.110001
33.119999,33.310001,32.91,33.119999
33.110001,33.490002,33.040001,33.07
33.200001,35.310001,33.200001,34.740002
34.689999,36.290001,34.599998,36.009998
36.509998,36.59,35.5,36.09
36,36,34.799999,35.290001
35.279999,35.48,34.779999,35
34.900002,35.889999,34.830002,35.32
35.259998,35.32,34.540001,34.98
34.98,35.200001,34.57,34.959999
34.939999,35.299999,34.599998,35.150002
34.970001,35.150002,34.299999,34.400002
34.259998,34.630001,33.150002,34.080002
35.59,38.09,35.040001,37.400002
37.16,39.950001,37.029999,37.939999
37.779999,38.439999,37.110001,37.849998
38.189999,38.189999,37.029999,37.330002
37.52,37.939999,36.68,37.240002
37.330002,37.970001,36.529999,36.580002
36.700001,38.470001,36.669998,38.009998
35.27,35.490002,34.689999,35
35.099998,35.439999,34.41,34.48
34.099998,34.290001,33.099998,33.150002
33.150002,33.849998,32.099998,32.459999
33.240002,33.290001,32.009998,33.09
33.77,34.48,32.919998,33.439999
33.939999,34.040001,32.849998,33.59
33.41,33.700001,32.09,32.25
32.43,33.07,32.040001,32.240002
32.09,32.75,31.530001,32.66
32.75,33.43,32.5,33.16
33.139999,33.73,32.939999,33.16
32.860001,32.970001,31.709999,31.940001
31.82,32.200001,31,31.82
32.07,32.990002,32.07,32.91
32.959999,33.52,32.91,33.490002
33.599998,33.630001,32.91,33.34
33.27,33.360001,32.580002,33.130001
33.130001,34.209999,33.130001,33.779999
33.5,34.389999,33.389999,33.939999
33.91,34,32.130001,32.459999
32.32,32.459999,31.4,31.83
31.959999,32.580002,31.610001,32.470001
32.5,32.73,29.370001,30.190001
30.299999,30.77,29.76,30.059999
32.970001,34.68,32.400002,32.959999
32.490002,33.439999,32.16,32.25
31.92,32.130001,30.049999,30.059999
30.26,30.959999,29.219999,29.43
29.58,30.18,28.879999,29.18
29.299999,29.790001,28.24,28.57
28.370001,28.459999,26.83,27.559999
27.58,29.26,27.120001,28.77
